If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 base.py:999(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:3188(Enum)
        1    0.000    0.000    0.000    0.000 traitlets.py:2026(Type)
        1    0.000    0.000    0.000    0.000 utils.py:121(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 cache.py:84(inference_state_method_generator_cache)
        1    0.000    0.000    0.000    0.000 validators.py:361(deep_iterable)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6537(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 graph.py:80(__init__)
        1    0.000    0.000    0.000    0.000 tree.py:536(Function)
        2    0.000    0.000    0.000    0.000 core.py:4433(_setResultsName)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7878(ncf_gen)
        1    0.000    0.000    0.000    0.000 vi.py:60(TextObjectType)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 datetime.py:1280(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 _covariance.py:468(CovViaPrecision)
        1    0.000    0.000    0.000    0.000 patches.py:3132(Arc)
        1    0.000    0.000    0.000    0.000 value.py:437(CompiledValueFilter)
        1    0.000    0.000    0.000    0.000 layout_engine.py:137(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 _make.py:2690(<listcomp>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:216(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
        1    0.000    0.000    0.000    0.000 _manager.py:318(ValidatorManager)
        1    0.000    0.000    0.000    0.000 module.py:40(SubModuleDictMixin)
        1    0.000    0.000    0.000    0.000 collections.py:7(HomogeneousList)
        2    0.000    0.000    0.000    0.000 magic_arguments.py:305(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:1096(PathPatch)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:162(ChunkStream)
        1    0.000    0.000    0.000    0.000 functools.py:355(__init__)
        1    0.000    0.000    0.000    0.000 projections.py:63(<listcomp>)
       16    0.000    0.000    0.000    0.000 decorators.py:60(undoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1947(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2262(exponweib_gen)
        1    0.000    0.000    0.000    0.000 mouse_events.py:28(MouseEventType)
        1    0.000    0.000    0.000    0.000 __init__.py:689(KeywordCaseFilter)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:784(_Parameterization)
        1    0.000    0.000    0.000    0.000 symbolic.py:96(ArithOp)
        1    0.000    0.000    0.000    0.000 headerregistry.py:439(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 stdlib.py:476(PartialObject)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:46(__new__)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        1    0.000    0.000    0.000    0.000 function_helpers.py:1182(MaskedFormat)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 docgen.py:105(generate_prefixonly_unit_summary)
        1    0.000    0.000    0.000    0.000 rk.py:293(RK45)
        1    0.000    0.000    0.000    0.000 traitlets.py:3033(ObjectName)
       12    0.000    0.000    0.000    0.000 distance.py:1653(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8094(nct_gen)
        1    0.000    0.000    0.000    0.000 handlers.py:202(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 manager.py:81(OptionsStore)
        1    0.000    0.000    0.000    0.000 base.py:456(Tnu0)
        1    0.000    0.000    0.000    0.000 converters.py:1234(Boolean)
        1    0.000    0.000    0.000    0.000 traitlets.py:2718(Float)
        1    0.000    0.000    0.000    0.000 __init__.py:39(Conf)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 fitting.py:1745(SLSQPLSQFitter)
        1    0.000    0.000    0.000    0.000 generics.py:93(TupleGenericManager)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 nduncertainty.py:540(_VariancePropagationMixin)
        1    0.000    0.000    0.000    0.000 core.py:286(epb)
        8    0.000    0.000    0.000    0.000 __init__.py:69(__init__)
        2    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3130(_one)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 streams.py:116(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transform)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:48(PromptStripper)
        1    0.000    0.000    0.000    0.000 validators.py:538(_MaxLengthValidator)
        1    0.000    0.000    0.000    0.000 validators.py:235(_InValidator)
        1    0.000    0.000    0.000    0.000 base.py:17(CoordinateTransform)
        1    0.000    0.000    0.000    0.000 cache.py:80(decorator)
        1    0.000    0.000    0.000    0.000 normalizer.py:184(RefactoringNormalizer)
        2    0.000    0.000    0.000    0.000 rcsetup.py:966(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 traitlets.py:362(directional_link)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 formats.py:2056(TimeEpochDate)
        9    0.000    0.000    0.000    0.000 _format.py:98(_cls_checks)
        1    0.000    0.000    0.000    0.000 formats.py:1801(TimeISOT)
        1    0.000    0.000    0.000    0.000 processors.py:763(ReverseSearchProcessor)
        1    0.000    0.000    0.000    0.000 inputhook.py:93(InputHookSelector)
        1    0.000    0.000    0.000    0.000 textpath.py:272(TextPath)
        1    0.000    0.000    0.000    0.000 widgets.py:382(Slider)
        1    0.000    0.000    0.000    0.000 constructor.py:124(construct_sequence)
        1    0.000    0.000    0.000    0.000 socketserver.py:672(ThreadingMixIn)
        2    0.000    0.000    0.000    0.000 traceback.py:261(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1558(NonstandardExtHDU)
        1    0.000    0.000    0.000    0.000 stdlib.py:259(ReversedObject)
        1    0.000    0.000    0.000    0.000 collections.py:2483(QuadMesh)
        1    0.000    0.000    0.000    0.000 models.py:1393(Virgo)
        3    0.000    0.000    0.000    0.000 datetime.py:2313(_create)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(PathDistribution)
        2    0.000    0.000    0.000    0.000 generic.py:213(p_inverse_unit)
        1    0.000    0.000    0.000    0.000 row.py:34(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:731(DistributionFinder)
        1    0.000    0.000    0.000    0.000 offsetbox.py:828(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 parquet.py:493(register_parquet)
        1    0.000    0.000    0.000    0.000 search.py:34(SearchState)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 buffer.py:66(CompletionState)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        2    0.000    0.000    0.000    0.000 pathlib.py:987(check_eloop)
        1    0.000    0.000    0.000    0.000 _svdp.py:33(_AProd)
        1    0.000    0.000    0.000    0.000 iterable.py:196(Sequence)
        1    0.000    0.000    0.000    0.000 ticker.py:1208(LogitFormatter)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        1    0.000    0.000    0.000    0.000 console.py:763(Spinner)
        1    0.000    0.000    0.000    0.000 unix_events.py:1041(SafeChildWatcher)
        5    0.000    0.000    0.000    0.000 base.py:187(__init__)
        1    0.000    0.000    0.000    0.000 core.py:652(LongitudeInfo)
        1    0.000    0.000    0.000    0.000 errors.py:553(_AwaitOutsideAsync)
        1    0.000    0.000    0.000    0.000 jsviewer.py:117(JSViewer)
        1    0.000    0.000    0.000    0.000 enums.py:6(EditingMode)
        1    0.000    0.000    0.000    0.000 _cubic.py:616(CubicSpline)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 unix_events.py:1115(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 selection.py:16(SelectionType)
        1    0.000    0.000    0.000    0.000 high_level_api.py:342(HighLevelWCSMixin)
        1    0.000    0.000    0.000    0.000 _manager.py:46(ExtensionManager)
        1    0.000    0.000    0.000    0.000 scale.py:188(LinearScale)
        1    0.000    0.000    0.000    0.000 data_info.py:769(MixinInfo)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:533(AddrSpec)
        1    0.000    0.000    0.000    0.000 _make.py:2429(Attribute)
        1    0.000    0.000    0.000    0.000 fastbasic.py:12(FastBasic)
        1    0.000    0.000    0.000    0.000 threading.py:1516(_register_atexit)
        1    0.000    0.000    0.000    0.000 rcsetup.py:354(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 mapping.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 names.py:391(ParamNameInterface)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2071(_num_parameterizations)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 core.py:600(__init_subclass__)
        1    0.000    0.000    0.000    0.000 text_sizing.py:58(TextSizingParams)
        1    0.000    0.000    0.000    0.000 functional_models.py:1387(ArcTangent1D)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:203(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 sources.py:6(SourceWindow)
        1    0.000    0.000    0.000    0.000 _multivariate.py:169(_PSD)
        1    0.000    0.000    0.000    0.000 filters.py:109(FilterRefBase)
        5    0.000    0.000    0.000    0.000 {built-in method math.log2}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7148(mielke_gen)
        1    0.000    0.000    0.000    0.000 colors.py:3794(LightSource)
        1    0.000    0.000    0.000    0.000 euc_kr.py:12(Codec)
        1    0.000    0.000    0.000    0.000 registry.py:267(list_builtin)
        1    0.000    0.000    0.000    0.000 _elffile.py:32(EMachine)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2358(_mode_dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1402(_fixupChildren)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 traitlets.py:3310(FuzzyEnum)
        1    0.000    0.000    0.000    0.000 tree.py:2256(ParamRef)
        9    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:371(_process_parameters)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8879(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 polar.py:382(ThetaAxis)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7977(t_gen)
        1    0.000    0.000    0.000    0.000 axis3d.py:757(ZAxis)
        6    0.000    0.000    0.000    0.000 case.py:425(addTypeEqualityFunc)
        3    0.000    0.000    0.000    0.000 core.py:5632(_generateDefaultName)
        1    0.000    0.000    0.006    0.006 constant.py:244(cgs)
        1    0.000    0.000    0.000    0.000 _util.py:16(DeferredError)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 __init__.py:745(DistributionFinder)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3267(genexpon_gen)
        1    0.000    0.000    0.007    0.007 <frozen importlib._bootstrap>:975(exec_module)
        1    0.000    0.000    0.000    0.000 traitlets.py:3653(Set)
        1    0.000    0.000    0.000    0.000 parser.py:208(parse_document_content)
        1    0.000    0.000    0.000    0.000 scale.py:999(<listcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:1014(_RichResult)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(SupportsIndex)
        1    0.000    0.000    0.000    0.000 traitlets.py:3588(List)
        4    0.000    0.000    0.000    0.000 magic.py:294(no_var_expand)
        1    0.000    0.000    0.000    0.000 basic.py:267(Csv)
        1    0.000    0.000    0.000    0.000 runners.py:15(_State)
        4    0.000    0.000    0.000    0.000 core.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:282(<listcomp>)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1244(_kwargs2args)
        1    0.000    0.000    0.000    0.000 polynomial.py:849(Legendre1D)
        1    0.000    0.000    0.000    0.000 key_bindings.py:494(_Proxy)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:273(TokenTransformBase)
        1    0.000    0.000    0.000    0.000 util.py:33(NotifierMixin)
        1    0.000    0.000    0.000    0.000 fixedscaleoffset.py:7(FixedScaleOffset)
        1    0.000    0.000    0.000    0.000 checksum32.py:96(CRC32)
        1    0.000    0.000    0.000    0.000 containers.py:182(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 widgets.py:67(Widget)
        1    0.000    0.000    0.000    0.000 ansi.py:17(ANSI)
        1    0.000    0.000    0.000    0.000 formatters.py:859(LatexFormatter)
        1    0.000    0.000    0.000    0.000 scanner.py:402(fetch_document_start)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 atomicfile.py:85(_AtomicWFile)
       29    0.000    0.000    0.000    0.000 traitlets.py:3269(subclass_init)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        2    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 normalizer.py:5(_NormalizerMeta)
